,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.808,0.106,0.624,0.9,0.003,0.002,1124.0,870.0,1.0
f_ps,0.911,0.072,0.845,0.992,0.005,0.003,701.0,297.0,1.01
flux,8.094,0.124,7.872,8.313,0.006,0.004,583.0,487.0,1.0
n,3.701,2.187,0.655,7.515,0.07,0.05,839.0,529.0,1.0
r_eff,3.777,2.109,0.507,7.456,0.073,0.051,580.0,229.0,1.01
sky_back,0.0,0.0,-0.0,0.0,0.0,0.0,1256.0,1334.0,1.0
theta,2.85,1.567,0.905,4.512,1.022,0.838,4.0,113.0,1.63
xc,16.073,0.014,16.046,16.099,0.0,0.0,1821.0,1322.0,1.0
yc,15.949,0.016,15.918,15.978,0.0,0.0,1537.0,1147.0,1.01
