,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.518,0.005,0.509,0.527,0.0,0.0,1805.0,1289.0,1.0
flux,35.371,0.348,34.748,36.038,0.014,0.01,597.0,759.0,1.0
n,1.772,0.047,1.687,1.861,0.002,0.001,757.0,1000.0,1.0
r_eff,4.868,0.063,4.747,4.983,0.003,0.002,638.0,920.0,1.0
sky_back,-0.001,0.0,-0.001,-0.0,0.0,0.0,630.0,804.0,1.0
theta,2.394,0.007,2.382,2.407,0.0,0.0,1932.0,1049.0,1.0
xc,15.173,0.013,15.149,15.197,0.0,0.0,1635.0,1639.0,1.0
yc,16.041,0.013,16.017,16.065,0.0,0.0,1888.0,1499.0,1.0
