,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.464,0.004,0.457,0.473,0.0,0.0,1629.0,1399.0,1.0
f_ps,0.251,0.008,0.235,0.266,0.0,0.0,1376.0,1115.0,1.0
flux,50.724,0.694,49.433,51.942,0.019,0.013,1419.0,1066.0,1.0
n,0.82,0.027,0.766,0.867,0.001,0.001,1461.0,1031.0,1.0
r_eff,5.587,0.048,5.492,5.671,0.001,0.001,1545.0,1226.0,1.0
sky_back,0.004,0.0,0.004,0.005,0.0,0.0,1592.0,1404.0,1.0
theta,4.33,0.005,4.321,4.34,0.0,0.0,2344.0,1335.0,1.0
xc,15.704,0.007,15.691,15.719,0.0,0.0,1787.0,1339.0,1.0
yc,15.536,0.009,15.518,15.553,0.0,0.0,1705.0,1361.0,1.0
