,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.618,0.211,0.211,0.899,0.006,0.004,1139.0,934.0,1.0
f_ps,0.558,0.274,0.078,0.98,0.012,0.009,457.0,576.0,1.0
flux,6.885,0.19,6.487,7.253,0.008,0.006,696.0,553.0,1.01
n,2.299,1.806,0.651,6.315,0.089,0.063,434.0,728.0,1.01
r_eff,1.516,1.35,0.501,4.003,0.055,0.039,484.0,542.0,1.01
sky_back,-0.0,0.0,-0.001,0.0,0.0,0.0,1836.0,1631.0,1.0
theta,3.458,1.59,1.2,5.315,0.26,0.185,65.0,631.0,1.03
xc,16.321,0.035,16.254,16.386,0.001,0.001,1453.0,1053.0,1.0
yc,15.676,0.037,15.602,15.738,0.001,0.001,1370.0,1170.0,1.0
