,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.608,0.01,0.589,0.628,0.0,0.0,1598.0,1345.0,1.0
flux,30.602,0.66,29.424,31.875,0.022,0.016,873.0,1066.0,1.0
n,2.775,0.159,2.465,3.062,0.005,0.004,1013.0,1173.0,1.0
r_eff,4.874,0.167,4.559,5.189,0.006,0.004,903.0,1077.0,1.0
sky_back,0.0,0.0,-0.001,0.001,0.0,0.0,800.0,1082.0,1.0
theta,2.715,0.011,2.696,2.736,0.0,0.0,1719.0,1098.0,1.0
xc,18.541,0.023,18.496,18.583,0.001,0.0,1654.0,1451.0,1.0
yc,14.902,0.019,14.865,14.936,0.001,0.0,1383.0,1322.0,1.0
