,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.393,0.027,0.345,0.447,0.001,0.0,1682.0,1163.0,1.0
f_ps,0.012,0.011,0.0,0.033,0.0,0.0,819.0,597.0,1.0
flux,1.213,0.036,1.159,1.285,0.002,0.001,575.0,610.0,1.0
n,0.696,0.039,0.65,0.767,0.002,0.001,321.0,590.0,1.0
r_eff,2.523,0.078,2.4,2.694,0.003,0.002,754.0,1116.0,1.0
sky_back,0.0,0.0,0.0,0.0,0.0,0.0,1776.0,1428.0,1.0
theta,3.074,0.038,2.998,3.142,0.001,0.001,1496.0,1347.0,1.01
xc,16.335,0.037,16.265,16.405,0.001,0.001,1680.0,1070.0,1.0
yc,16.359,0.03,16.302,16.412,0.001,0.001,1622.0,1344.0,1.0
