,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.182,0.002,0.179,0.186,0.0,0.0,1502.0,1345.0,1.0
flux,152.048,1.039,150.154,154.04,0.055,0.039,365.0,515.0,1.0
n,1.938,0.019,1.904,1.974,0.001,0.001,426.0,744.0,1.0
r_eff,6.742,0.053,6.642,6.84,0.003,0.002,362.0,610.0,1.0
sky_back,-0.019,0.001,-0.021,-0.017,0.0,0.0,373.0,592.0,1.0
theta,1.672,0.008,1.657,1.686,0.0,0.0,1632.0,1505.0,1.0
xc,16.377,0.006,16.367,16.388,0.0,0.0,2145.0,1128.0,1.0
yc,15.093,0.006,15.08,15.104,0.0,0.0,1542.0,1167.0,1.0
