,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.239,0.001,0.236,0.241,0.0,0.0,1052.0,1010.0,1.0
flux,243.824,1.141,241.725,245.963,0.065,0.046,311.0,317.0,1.0
n,1.726,0.014,1.7,1.75,0.001,0.001,355.0,745.0,1.0
r_eff,5.741,0.028,5.69,5.793,0.002,0.001,313.0,595.0,1.0
sky_back,-0.022,0.001,-0.024,-0.02,0.0,0.0,298.0,454.0,1.0
theta,1.67,0.004,1.663,1.677,0.0,0.0,1964.0,1437.0,1.0
xc,16.167,0.004,16.16,16.174,0.0,0.0,1889.0,1477.0,1.0
yc,15.094,0.004,15.086,15.102,0.0,0.0,1389.0,1092.0,1.0
