,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.098,0.022,0.056,0.138,0.001,0.0,1847.0,1145.0,1.0
f_ps,0.047,0.035,0.0,0.111,0.002,0.001,329.0,271.0,1.0
flux,10.124,0.159,9.836,10.422,0.004,0.003,1319.0,1476.0,1.0
n,1.532,0.183,1.178,1.843,0.007,0.005,653.0,1055.0,1.0
r_eff,2.286,0.115,2.099,2.519,0.005,0.004,559.0,873.0,1.0
sky_back,0.0,0.0,0.0,0.001,0.0,0.0,1613.0,1489.0,1.0
theta,3.257,0.13,3.022,3.49,0.003,0.002,1874.0,1341.0,1.0
xc,15.874,0.02,15.84,15.916,0.0,0.0,2039.0,1219.0,1.0
yc,15.536,0.019,15.502,15.573,0.0,0.0,1999.0,1395.0,1.0
