,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.663,0.165,0.379,0.9,0.004,0.003,1698.0,1217.0,1.0
flux,5.476,0.238,5.022,5.784,0.01,0.007,692.0,1093.0,1.0
n,0.856,0.138,0.65,1.097,0.005,0.004,633.0,874.0,1.0
r_eff,0.53,0.027,0.5,0.58,0.001,0.0,1173.0,682.0,1.0
sky_back,-0.001,0.0,-0.001,-0.001,0.0,0.0,2495.0,1274.0,1.0
theta,0.873,0.984,0.079,3.119,0.028,0.02,1183.0,1564.0,1.0
xc,15.85,0.022,15.809,15.891,0.0,0.0,1990.0,1212.0,1.0
yc,15.405,0.022,15.364,15.445,0.0,0.0,2286.0,1529.0,1.0
