,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.514,0.001,0.512,0.515,0.0,0.0,1049.0,1061.0,1.0
flux,97.773,0.662,96.496,98.988,0.038,0.027,301.0,285.0,1.01
n,4.842,0.034,4.777,4.904,0.002,0.001,332.0,401.0,1.01
r_eff,13.321,0.155,13.031,13.614,0.009,0.006,299.0,324.0,1.01
sky_back,-0.031,0.0,-0.032,-0.03,0.0,0.0,311.0,374.0,1.01
theta,1.026,0.001,1.024,1.028,0.0,0.0,2377.0,1201.0,1.0
xc,14.867,0.002,14.863,14.871,0.0,0.0,1783.0,1257.0,1.0
yc,16.267,0.002,16.263,16.272,0.0,0.0,1664.0,1372.0,1.0
