,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.495,0.268,0.064,0.899,0.007,0.005,1499.0,1134.0,1.0
f_ps,0.943,0.057,0.842,1.0,0.002,0.002,599.0,811.0,1.0
flux,4.784,0.159,4.522,5.075,0.006,0.005,920.0,531.0,1.0
n,4.577,2.116,1.176,8.0,0.049,0.035,1782.0,1225.0,1.0
r_eff,4.037,2.608,0.504,8.598,0.087,0.062,642.0,603.0,1.0
sky_back,-0.001,0.0,-0.001,-0.0,0.0,0.0,1604.0,1227.0,1.0
theta,3.043,1.751,0.127,5.816,0.062,0.044,1018.0,1012.0,1.0
xc,15.926,0.047,15.84,16.014,0.001,0.001,1789.0,1235.0,1.0
yc,16.257,0.05,16.161,16.347,0.001,0.001,1490.0,1112.0,1.0
