,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.626,0.001,0.624,0.627,0.0,0.0,1401.0,1348.0,1.0
flux,35.831,0.035,35.769,35.901,0.001,0.001,1024.0,1231.0,1.0
n,0.65,0.0,0.65,0.65,0.0,0.0,1063.0,921.0,1.0
r_eff,5.42,0.006,5.41,5.431,0.0,0.0,1501.0,1567.0,1.0
sky_back,0.005,0.0,0.005,0.005,0.0,0.0,906.0,1023.0,1.0
theta,1.919,0.001,1.917,1.92,0.0,0.0,2542.0,1487.0,1.0
xc,15.581,0.003,15.577,15.586,0.0,0.0,1815.0,1364.0,1.0
yc,15.844,0.004,15.837,15.853,0.0,0.0,1224.0,1194.0,1.0
