,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.302,0.01,0.284,0.32,0.0,0.0,1848.0,1350.0,1.0
f_ps,0.235,0.011,0.215,0.255,0.0,0.0,994.0,751.0,1.0
flux,31.577,0.784,30.091,33.014,0.026,0.018,932.0,827.0,1.0
n,0.797,0.039,0.721,0.866,0.001,0.001,926.0,609.0,1.0
r_eff,6.353,0.125,6.125,6.591,0.003,0.002,1412.0,1326.0,1.0
sky_back,0.004,0.0,0.003,0.005,0.0,0.0,1699.0,1686.0,1.0
theta,2.83,0.021,2.79,2.868,0.0,0.0,2214.0,1232.0,1.0
xc,14.289,0.019,14.256,14.325,0.0,0.0,2523.0,1581.0,1.0
yc,14.432,0.016,14.402,14.46,0.0,0.0,1723.0,1227.0,1.0
