,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.385,0.007,0.373,0.398,0.0,0.0,1278.0,1457.0,1.0
flux,64.206,0.065,64.09,64.325,0.002,0.001,993.0,1331.0,1.0
n,4.549,0.043,4.472,4.632,0.001,0.001,1016.0,1290.0,1.0
r_eff,0.501,0.001,0.5,0.502,0.0,0.0,1026.0,702.0,1.0
sky_back,0.006,0.0,0.006,0.006,0.0,0.0,1116.0,1092.0,1.0
theta,1.189,0.01,1.172,1.208,0.0,0.0,1328.0,1192.0,1.0
xc,15.701,0.001,15.698,15.704,0.0,0.0,3540.0,1362.0,1.0
yc,16.364,0.001,16.362,16.367,0.0,0.0,3968.0,1605.0,1.0
