,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.275,0.007,0.262,0.289,0.0,0.0,1089.0,1209.0,1.0
flux,75.14,0.071,75.006,75.27,0.002,0.002,1020.0,1217.0,1.0
n,3.54,0.043,3.464,3.626,0.001,0.001,883.0,967.0,1.0
r_eff,0.551,0.005,0.542,0.559,0.0,0.0,1086.0,1176.0,1.0
sky_back,0.009,0.0,0.008,0.009,0.0,0.0,1300.0,1217.0,1.0
theta,1.219,0.013,1.193,1.243,0.0,0.0,1570.0,1200.0,1.0
xc,15.749,0.001,15.747,15.752,0.0,0.0,3170.0,1509.0,1.0
yc,16.226,0.001,16.223,16.228,0.0,0.0,2832.0,964.0,1.0
