,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.341,0.003,0.335,0.346,0.0,0.0,1545.0,1453.0,1.0
f_ps,0.043,0.003,0.039,0.048,0.0,0.0,925.0,874.0,1.01
flux,90.456,1.997,86.362,93.871,0.068,0.048,871.0,753.0,1.01
n,0.778,0.019,0.739,0.812,0.001,0.0,889.0,615.0,1.01
r_eff,8.104,0.098,7.911,8.287,0.003,0.002,885.0,671.0,1.0
sky_back,0.021,0.001,0.02,0.023,0.0,0.0,1041.0,1196.0,1.0
theta,3.171,1.571,1.591,4.751,1.107,0.936,3.0,59.0,1.83
xc,14.82,0.01,14.802,14.84,0.0,0.0,2189.0,1377.0,1.0
yc,12.924,0.014,12.898,12.949,0.0,0.0,1644.0,1362.0,1.01
