,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.299,0.002,0.296,0.303,0.0,0.0,1699.0,1153.0,1.0
f_ps,0.084,0.003,0.079,0.089,0.0,0.0,507.0,557.0,1.0
flux,122.107,1.572,119.559,125.096,0.062,0.044,589.0,703.0,1.0
n,0.698,0.016,0.669,0.729,0.001,0.001,449.0,308.0,1.0
r_eff,7.302,0.069,7.179,7.431,0.003,0.002,577.0,465.0,1.0
sky_back,0.032,0.001,0.03,0.033,0.0,0.0,1191.0,1461.0,1.0
theta,2.913,1.571,1.335,4.491,1.107,0.936,3.0,66.0,1.83
xc,15.181,0.007,15.168,15.195,0.0,0.0,1809.0,1586.0,1.0
yc,13.192,0.009,13.175,13.21,0.0,0.0,1351.0,1355.0,1.0
