ALPHA_J2000,BH_MASS,DELTA_J2000,FLUXERR_F115W,FLUXERR_F150W,FLUXERR_F200W,FLUXERR_F277W,FLUXERR_F356W,FLUXERR_F444W,FLUXERR_F606W,FLUXERR_F814W,FLUX_F115W,FLUX_F150W,FLUX_F200W,FLUX_F277W,FLUX_F356W,FLUX_F444W,FLUX_F606W,FLUX_F814W,REDSHIFT,SURVEY,SURVEY_ID
215.05419873017135,7.153372997041159,52.92591418137769,7.90008091892887e-08,2.0365756329485504e-07,4.6322011634309587e-07,7.711805111834278e-07,1.2227551502559148e-06,1.4406537348793071e-06,6.400416573695192e-09,2.8125235970134357e-08,1.5800161837857743e-06,4.073151265897101e-06,9.264402326861918e-06,1.5423610223668557e-05,2.4455103005118295e-05,2.881307469758614e-05,1.2800833147390384e-07,5.625047194026872e-07,1.0373333269354443,CEERSP7,5201
189.06794026452363,5.708011085464413,62.2751344499157,5.289184040712375e-08,6.795284280135426e-08,6.054343679459459e-08,5.7688665379325643e-08,5.949079288561064e-08,6.254903564482278e-08,4.393437262197811e-08,4.2795486300860256e-08,1.057836808142475e-06,1.359056856027085e-06,1.2108687358918917e-06,1.1537733075865128e-06,1.1898158577122129e-06,1.2509807128964555e-06,8.786874524395622e-07,8.559097260172051e-07,2.0932855902100935,JADES-DR3-GN-Medium,15034
53.17581269248092,5.540832331054952,-27.816631702161892,7.570563888324465e-09,1.51988263631495e-08,1.0698487810120767e-08,7.614438916603588e-09,8.571297164577841e-09,8.060736362137178e-09,4.825514250990853e-09,4.969155896800711e-09,1.514112777664893e-07,3.0397652726299e-07,2.1396975620241535e-07,1.5228877833207176e-07,1.714259432915568e-07,1.6121472724274357e-07,9.651028501981706e-08,9.938311793601422e-08,2.074904823387161,JADES-DR3-GS-East,12320
53.10145538731873,6.755252265014251,-27.821716485509967,1.6262325069257304e-09,5.443782941687371e-09,1.4123238036043679e-08,3.327928085906371e-08,6.197570442148208e-08,8.824426775610617e-08,1.1335870056939202e-09,1.5243058907667813e-09,3.2524650138514606e-08,1.0887565883374743e-07,2.8246476072087354e-07,6.655856171812743e-07,1.2395140884296416e-06,1.7648853551221233e-06,2.3735402166737577e-09,8.127835660954758e-09,2.646402447132789,JADES-DR3-GS-South,48965
34.4495886151842,6.845487113809632,-5.14939916271593,2.2389216006229575e-08,4.6478728163959646e-08,1.046175076375212e-07,2.77094230276698e-07,4.722141533737856e-07,7.383344324501191e-07,3.610842430681431e-09,7.286569263597354e-09,4.477843201245915e-07,9.295745632791929e-07,2.0923501527504243e-06,5.5418846055339605e-06,9.444283067475712e-06,1.4766688649002381e-05,7.125971931957407e-08,1.4573138527194706e-07,1.6554154872470153,PRIMER-UDS,211293
34.375177584499944,6.538080845972657,-5.280873999836309,6.093308340094233e-09,7.355369917063471e-09,1.2026329612624246e-08,1.9091468333242113e-08,1.3839534004984862e-08,1.932035527132053e-08,5.20232519600231e-09,6.422124831261654e-09,1.2186616680188467e-07,1.4710739834126943e-07,2.4052659225248493e-07,3.8182936666484225e-07,2.7679068009969727e-07,3.864071054264106e-07,6.51113799151123e-08,1.284424966252331e-07,3.521629437232485,PRIMER-UDS,55521
34.493102672127876,7.115186698832104,-5.131021703956204,3.476969867629658e-08,3.9723661544034836e-08,4.873661262866313e-08,1.1130342561182748e-07,8.632138144895813e-08,1.1386323480553251e-07,2.3435280617366893e-08,4.168895651722107e-08,6.953939735259316e-07,7.944732308806967e-07,9.747322525732626e-07,2.22606851223655e-06,1.7264276289791626e-06,2.27726469611065e-06,4.6870561234733786e-07,8.337791303444213e-07,3.597146766022907,PRIMER-UDS,239709
53.14885946063721,7.482032413488323,-27.821181456493356,1.7054904750203696e-08,5.1741082063982076e-08,1.0132439393960643e-07,1.6087968425418224e-07,2.9775472683665904e-07,4.344017835941658e-07,4.900058203385216e-09,6.734322239297957e-09,3.4109809500407394e-07,1.0348216412796414e-06,2.0264878787921286e-06,3.2175936850836447e-06,5.95509453673318e-06,8.688035671883316e-06,9.800116406770433e-08,1.3468644478595916e-07,2.5813604413785796,JADES-DR3-GS-East,22942
53.16142882549777,6.9161384099849155,-27.811144599662736,6.947524510533617e-10,5.529108731272673e-09,1.9508336680001593e-08,5.459946614505244e-08,1.0182776823234694e-07,1.610675011480861e-07,1.1516246592791961e-09,2.3945808936161043e-09,1.3895049021067235e-08,1.1058217462545346e-07,3.901667336000319e-07,1.0919893229010488e-06,2.0365553646469388e-06,3.221350022961722e-06,1.1212805608921677e-09,4.8974137730124975e-09,2.821367842685626,JADES-DR3-GS-East,20371
53.1269282533846,6.86613143004973,-27.804686062739727,2.1413129041367617e-09,1.0485670801345606e-08,3.5431938477096995e-08,6.472543532018124e-08,9.259532176326917e-08,1.2033664166582663e-07,1.6409832405466733e-09,1.637213462346606e-09,4.282625808273523e-08,2.0971341602691208e-07,7.086387695419398e-07,1.2945087064036248e-06,1.8519064352653834e-06,2.4067328333165326e-06,-9.389090935321879e-10,6.1052974576373805e-09,2.8723994163885367,JADES-DR3-GS-East,40623
53.16163450318195,6.947749637126668,-27.747015970540122,2.0199296281665927e-07,3.582464937083672e-07,6.600569609257509e-07,1.0559375420620601e-06,1.12392319828033e-06,9.153045567323444e-07,1.2657302722333315e-08,6.172546415907966e-08,4.039859256333185e-06,7.164929874167344e-06,1.3201139218515018e-05,2.1118750841241205e-05,2.2478463965606603e-05,1.8306091134646888e-05,2.531460544466663e-07,1.2345092831815932e-06,0.733843467967265,JADES-DR3-GS-East,39860
53.17658981217275,6.874741421854416,-27.78551675150676,5.516112904972046e-08,1.1957832918661344e-07,2.2832388593865677e-07,4.5258414875688493e-07,6.047361768957544e-07,6.987353933593788e-07,1.7523901527463118e-09,9.100725519126562e-09,1.1032225809944093e-06,2.3915665837322686e-06,4.566477718773135e-06,9.051682975137698e-06,1.209472353791509e-05,1.3974707867187576e-05,3.504780305492624e-08,1.8201451038253125e-07,1.316691441733039,JADES-DR3-GS-East,19435
34.33095658518721,6.904146883391565,-5.287481376457982,2.353921185651884e-09,4.1428743819712875e-09,1.576834130291625e-08,3.642690405221388e-08,5.08329186148232e-08,8.098725164522432e-08,4.758268528628606e-09,5.954104671666862e-09,2.8347030207267078e-08,8.285748763942576e-08,3.1536682605832497e-07,7.285380810442775e-07,1.016658372296464e-06,1.6197450329044866e-06,-5.447506666022945e-09,3.531393613662254e-08,3.7373160885404166,PRIMER-UDS,44883
34.4680618467243,5.827030825407633,-5.165686940992816,8.967852829791608e-10,7.335395273678762e-10,3.806445425637776e-10,3.533558124800573e-08,3.972767595322192e-08,4.507743988248224e-08,9.189666844992103e-09,1.3202155191039824e-08,1.381460960007949e-12,-3.086362608894232e-13,3.299369928808136e-11,7.067116249601146e-07,7.945535190644385e-07,9.015487976496448e-07,1.8379333689984205e-07,2.640431038207965e-07,1.8235444719797882,PRIMER-UDS,185028
34.399154587926674,6.084906919549655,-5.283021803797089,7.351547877410241e-09,6.703329653975072e-09,7.952666881021912e-09,1.018973666391511e-08,8.132357174863155e-09,5.061594367547674e-09,6.081480901457224e-09,1.0739135753611592e-08,1.4703095754820482e-07,1.3406659307950144e-07,1.5905333762043826e-07,2.037947332783022e-07,1.6264714349726308e-07,1.0123188735095348e-07,1.2162961802914447e-07,2.1478271507223184e-07,3.9060612922760463,PRIMER-UDS,52539
34.37358244583762,7.974764682355321,-5.184991999841552,3.5001931949522034e-08,6.77874745866585e-08,1.0543667377966417e-07,5.978302898505934e-08,7.607937097388253e-08,1.0305646913369035e-07,4.300422995795019e-09,1.3412257975680049e-08,7.000386389904407e-07,1.3557494917331698e-06,2.1087334755932833e-06,1.1956605797011867e-06,1.5215874194776507e-06,2.0611293826738068e-06,8.600845991590037e-08,2.6824515951360097e-07,2.207504912485949,PRIMER-UDS,160077
34.36422432203315,7.18560395642301,-5.197716581031127,4.191499509744517e-09,4.565177702064241e-09,5.951804889959623e-09,1.1656832475192446e-08,8.97187124173038e-09,6.096759807428374e-09,3.5336145216174347e-09,6.939426383473957e-09,8.382999019489035e-08,9.130355404128483e-08,1.1903609779919245e-07,2.331366495038489e-07,1.794374248346076e-07,1.2193519614856747e-07,2.5823192399911532e-08,1.3878852766947914e-07,4.58262875614737,PRIMER-UDS,148827
34.47368941657244,5.686597772938724,-5.264374942990247,1.0474265371233148e-08,1.201299124599205e-08,1.4429309171045963e-08,2.6841467199784164e-08,2.2931350633546334e-08,2.5157222720085217e-08,2.943856021771891e-08,3.182618388468374e-08,2.0948530742466296e-07,2.40259824919841e-07,2.8858618342091925e-07,5.368293439956832e-07,4.5862701267092674e-07,5.031444544017043e-07,5.887712043543782e-07,6.365236776936748e-07,2.744771080607825,PRIMER-UDS,76998
189.2095269480693,5.456509980625294,62.163959803099246,5.669441234724339e-09,6.477178006784508e-09,1.0478652385440762e-08,9.503826799877196e-09,6.826751693186548e-09,8.08657936634382e-09,4.109787107197409e-09,5.648651821816897e-09,1.1338882469448678e-07,1.2954356013569016e-07,2.0957304770881525e-07,1.9007653599754392e-07,1.3653503386373097e-07,1.617315873268764e-07,8.219574214394819e-08,1.1297303643633792e-07,3.467080055047999,JADES-DR3-GN-Deep,27764
34.25853723930746,5.713415387485797,-5.251770820794349,8.32845703731311e-09,9.698087109341339e-09,1.380146124088552e-08,2.0348363147867013e-08,1.8477913906817996e-08,1.3688271901908101e-08,3.6219861280461255e-09,9.279023920945175e-09,1.6656914074626222e-07,1.9396174218682677e-07,2.7602922481771037e-07,4.0696726295734027e-07,3.6955827813635995e-07,2.7376543803816203e-07,6.775158226401093e-08,1.855804784189035e-07,3.9512426855720975,PRIMER-UDS,93088
214.7937401891878,6.240648056581778,52.81474589426655,4.3022496467146136e-09,4.342406369907638e-09,4.654996252065384e-09,8.113107528185163e-09,5.610485285753292e-09,2.5110791888548068e-09,2.9053001564958356e-09,4.868907991094719e-09,8.604499293429228e-08,8.684812739815277e-08,9.309992504130768e-08,1.6226215056370327e-07,1.1220970571506583e-07,5.022158377709614e-08,5.810600312991672e-08,9.737815982189438e-08,4.508574934129882,CEERSP6,965
214.83992677035508,5.5484002838946616,52.82007325032564,4.136984461276308e-09,5.7395642694551495e-09,1.0277552042158594e-08,1.6446383020877142e-08,2.121848601963966e-08,2.2635247880334037e-08,2.4474787945270037e-09,3.206300906832532e-09,8.273968922552617e-08,1.14791285389103e-07,2.0555104084317188e-07,3.2892766041754283e-07,4.243697203927932e-07,4.5270495760668074e-07,1.6420366929837983e-08,6.412601813665063e-08,4.280136427993674,CEERSP6,5318
189.2276986513081,5.342727361202166,62.2517682587616,3.1421362205906713e-09,3.7350414065316026e-09,6.2551327481018965e-09,1.0888999601903343e-08,1.1209037101657205e-08,9.37664687302265e-09,1.730621455352986e-09,1.5270661246715766e-09,6.284272441181342e-08,7.470082813063205e-08,1.2510265496203791e-07,2.1777999203806686e-07,2.241807420331441e-07,1.8753293746045299e-07,5.735421111150571e-09,3.054132249343153e-08,4.401458869261494,JADES-DR3-GN-Medium,2620
189.1760702052649,5.563562487462966,62.25633087990366,7.005738636323778e-09,6.991507692108169e-09,8.525627696407581e-09,1.1964236999161517e-08,1.0640716362851017e-08,7.339251010620282e-09,1.8272488558339476e-09,6.12338333674122e-09,1.4011477272647557e-07,1.3983015384216338e-07,1.7051255392815163e-07,2.3928473998323033e-07,2.1281432725702033e-07,1.4678502021240563e-07,3.654497711667895e-08,1.224676667348244e-07,4.413353536067188,JADES-DR3-GN-Medium,6964
214.97814628441728,5.52379649222556,52.87952100501124,7.482019068116255e-09,9.413735265465991e-09,1.0694445256131885e-08,1.9025133786779877e-08,1.4211411593763779e-08,9.525693771583213e-09,2.5651543853449467e-09,7.722028854695466e-09,1.496403813623251e-07,1.882747053093198e-07,2.138889051226377e-07,3.805026757355975e-07,2.842282318752756e-07,1.9051387543166427e-07,3.602279537881462e-08,1.544405770939093e-07,4.5509611795880796,CEERSP8,6576
214.86168189588994,7.061095330778438,52.81844052335838,2.6769302560567434e-08,2.8062089755618828e-08,3.5907789531250186e-08,3.853986223768895e-08,4.407382593063058e-08,4.2760310283448895e-08,1.5490614024511495e-08,2.4891196606394683e-08,5.353860512113487e-07,5.612417951123765e-07,7.181557906250038e-07,7.707972447537789e-07,8.814765186126117e-07,8.552062056689779e-07,3.0981228049022985e-07,4.978239321278936e-07,3.7721871638886535,CEERSP6,9801
214.92921844763825,6.590526030962398,52.88505042446932,nan,nan,nan,2.1848937975378323e-08,2.9585531230961672e-08,3.187971319422772e-08,2.2595601795801123e-09,3.583830468433801e-09,0.0,0.0,0.0,4.369787595075664e-07,5.917106246192335e-07,6.375942638845545e-07,2.5763586672562906e-08,7.167660936867603e-08,3.864540011849927,CEERSP5,4234
150.07715747713243,6.717370841975934,2.3803555987848903,3.5772780772529435e-09,9.543281405667428e-09,1.8361566096324696e-08,4.124477989479927e-08,6.39199422813003e-08,1.0019016978629652e-07,4.239489211293739e-09,4.467292265704763e-09,7.154556154505887e-08,1.9086562811334856e-07,3.672313219264939e-07,8.248955978959854e-07,1.278398845626006e-06,2.0038033957259304e-06,2.1910219442475244e-08,3.5331600004439386e-08,2.8104075046926043,PRIMER-COSMOS,140605
150.07830886147096,5.210380464905695,2.364751446542174,4.191818833630608e-09,5.0551609326155e-09,8.449464650481505e-09,8.119501468591051e-09,7.434054071913226e-09,8.15709652737257e-09,4.5841776868866556e-09,5.723325573312442e-09,8.383637667261217e-08,1.0110321865231001e-07,1.689892930096301e-07,1.6239002937182103e-07,1.4868108143826452e-07,1.631419305474514e-07,9.168355373773311e-08,1.1446651146624882e-07,3.417776234625248,PRIMER-COSMOS,130533
214.86787105057576,5.194509651126126,52.85087482376639,1.0408201442099816e-08,1.5227938042699618e-08,2.27930458649717e-08,2.6473440458878292e-08,2.620330653222231e-08,3.043352175554115e-08,4.426326990039617e-09,6.427828091130852e-09,2.081640288419963e-07,3.0455876085399235e-07,4.5586091729943403e-07,5.294688091775659e-07,5.240661306444462e-07,6.086704351108229e-07,8.852653980079235e-08,1.2855656182261706e-07,2.9689423935642965,CEERSP6,3405
189.23304787063748,5.69615142357734,62.23678503816442,3.451462487194389e-08,3.6456052308678925e-08,5.66869852917352e-08,6.399647787257101e-08,6.917901651387296e-08,6.816054341003059e-08,1.2606087689376513e-08,2.7695317361730958e-08,6.902924974388778e-07,7.291210461735785e-07,1.1337397058347041e-06,1.2799295574514203e-06,1.3835803302774592e-06,1.3632108682006119e-06,2.521217537875303e-07,5.539063472346192e-07,3.906543307140338,JADES-DR3-GN-Deep,8507
34.405870226588966,6.761771317623257,-5.3129642442951015,4.102380061868411e-09,3.4917705180615474e-09,8.237497563771002e-09,1.8472693087143412e-08,2.2259936223296495e-08,3.499400155276984e-08,nan,nan,2.91566188817265e-08,4.4257541543121285e-08,1.6474995127542004e-07,3.6945386174286827e-07,4.451987244659299e-07,6.998800310553969e-07,0.0,0.0,3.6555860681640757,PRIMER-UDS,11701
34.3651023349215,6.650330939826432,-5.300122806877999,4.8525692739866484e-09,5.9710030711908696e-09,9.478424215849365e-09,9.055954622864745e-09,9.117872261741753e-09,7.855825224330307e-09,nan,nan,9.700853353413419e-08,1.1942006142381738e-07,1.8956848431698729e-07,1.811190924572949e-07,1.8235744523483506e-07,1.5711650448660613e-07,0.0,0.0,4.475962866802982,PRIMER-UDS,27685
150.08160635526124,6.062047049338103,2.2937421687729764,4.145537057567369e-09,4.19334776750599e-09,5.279127359796972e-09,7.611506659373458e-09,1.879363878010627e-08,1.1957003867578244e-08,2.501657856552254e-09,3.940563670360718e-09,8.291074115134738e-08,8.386695535011979e-08,1.0558254719593944e-07,1.5223013318746916e-07,3.7587277560212544e-07,2.391400773515649e-07,3.773593259239153e-09,2.645014788940313e-08,5.735217699487371,PRIMER-COSMOS,78529
150.12927393213118,7.019217630260721,2.36955695633955,7.0170677644578864e-09,2.4065529633937676e-08,5.584980993084637e-08,1.3273968409948238e-07,2.1646568502839204e-07,2.9631506777369704e-07,3.21832741628007e-09,3.4642809233059207e-09,1.4034135528915774e-07,4.813105926787535e-07,1.1169961986169274e-06,2.6547936819896473e-06,4.329313700567841e-06,5.926301355473941e-06,6.5562183089862505e-09,1.3499408873830173e-08,2.0857151567543664,PRIMER-COSMOS,146132
150.09640658098363,5.137092245515694,2.3951111881830487,5.535003286138943e-09,8.86860295661747e-09,8.99770944611781e-09,8.770935496385766e-09,9.957131495905477e-09,8.549219937449821e-09,4.46941409133347e-09,4.605547133325083e-09,1.1070006572277887e-07,1.773720591323494e-07,1.7995418892235616e-07,1.7541870992771532e-07,1.9914262991810955e-07,1.7098439874899643e-07,8.725375404983185e-08,8.889953078451683e-08,2.47756724062167,PRIMER-COSMOS,159133
214.88556263460342,4.332621222451467,52.83505300783071,2.4181874491187078e-08,2.6502432300559173e-08,3.0155058927777785e-08,3.4861474679658776e-08,3.749499757374118e-08,3.945085403532124e-08,7.262686149014652e-09,9.602200836430664e-09,4.836374898237416e-07,5.300486460111835e-07,6.031011785555557e-07,6.972294935931755e-07,7.498999514748236e-07,7.890170807064248e-07,1.4525372298029305e-07,1.920440167286133e-07,1.5543687711857292,CEERSP6,8112
150.0985463924934,6.938320539041971,2.3653554114867967,3.0554411915529237e-09,8.908285095950202e-09,2.6863700989133023e-08,7.61817979536542e-08,1.6849331850094867e-07,2.8157096967311963e-07,3.6448383833298886e-09,3.965287536996169e-09,3.643583738404447e-08,1.7816570191900405e-07,5.372740197826605e-07,1.5236359590730841e-06,3.369866370018973e-06,5.631419393462392e-06,6.347271737178755e-10,-5.224073111474869e-10,2.5523195458204273,PRIMER-COSMOS,134028
150.08984251338828,6.993201491147873,2.250408705584626,5.976686837814567e-09,7.171393081769967e-09,1.6850731693896825e-08,1.5191292977584174e-08,9.924688847279895e-09,1.5775497939800456e-08,3.958707134291277e-09,5.493610546349128e-09,1.1953373675629135e-07,1.4342786163539933e-07,3.370146338779365e-07,3.038258595516835e-07,1.984937769455979e-07,3.155099587960091e-07,7.917414268582553e-08,1.0987221092698255e-07,3.2643172022819495,PRIMER-COSMOS,54465
150.08882424089592,7.341236325063661,2.2615946830797453,5.32362329035316e-08,8.32169592215822e-08,1.0947236987630297e-07,2.1778319771855357e-07,2.445622275584883e-07,2.7430964259655694e-07,5.095638297154041e-09,1.519212439540128e-08,1.064724658070632e-06,1.6643391844316441e-06,2.1894473975260596e-06,4.3556639543710716e-06,4.891244551169767e-06,5.486192851931139e-06,1.0191276594308082e-07,3.038424879080256e-07,1.6899929535409859,PRIMER-COSMOS,59715
150.08647172862334,7.689317069947333,2.264292813098877,9.761299615968664e-09,1.5379445117430495e-08,2.188614594929849e-08,3.7347232703221514e-08,6.851160306673922e-08,1.2050476273516445e-07,1.0259438585409413e-08,1.4857531363566695e-08,1.952259923193733e-07,3.075889023486099e-07,4.3772291898596983e-07,7.469446540644303e-07,1.3702320613347844e-06,2.4100952547032893e-06,2.0518877170818827e-07,2.971506272713339e-07,2.4935452558249347,PRIMER-COSMOS,61115
150.08347752822849,5.94755701526852,2.2660460011479002,4.757185226259375e-09,8.6755670333576e-09,1.5057422840518962e-08,3.214328501439204e-08,4.1142946481504484e-08,5.071736172661379e-08,3.4371883628155643e-09,4.592145101540531e-09,9.51437045251875e-08,1.73511340667152e-07,3.011484568103792e-07,6.428657002878409e-07,8.228589296300897e-07,1.0143472345322757e-06,2.238328552029644e-08,5.304770378033905e-08,1.8695384903354322,PRIMER-COSMOS,61573
150.12873273319244,5.604926307347843,2.2697984868456347,6.5434512087818045e-09,1.0619665031458265e-08,1.5438981757766713e-08,2.156070166616319e-08,3.0313820493860586e-08,3.811969576361028e-08,2.9967752308424195e-09,5.010078258523486e-09,1.308690241756361e-07,2.1239330062916532e-07,3.0877963515533424e-07,4.312140333232638e-07,6.062764098772117e-07,7.623939152722055e-07,5.993550461684838e-08,1.002015651704697e-07,2.5608190079253808,PRIMER-COSMOS,72482
150.08572133895262,7.2581244136049206,2.285109361476786,6.858063118530621e-09,1.5425662348457023e-08,3.5058738805310625e-08,8.174989903919599e-08,1.1710025903603466e-07,1.5773117608388808e-07,4.186503460954378e-09,5.653670377212917e-09,1.3716126237061243e-07,3.0851324696914045e-07,7.011747761062125e-07,1.6349979807839198e-06,2.3420051807206932e-06,3.1546235216777614e-06,4.374590875122181e-08,7.05588356675289e-08,2.0997855906559915,PRIMER-COSMOS,73098
150.11954707363478,5.391943122691601,2.2919025231485626,1.2134331095892035e-08,1.627908055477445e-08,2.1423858726482297e-08,2.506374660862283e-08,2.285413196887032e-08,2.3619039155944235e-08,1.1236737666752376e-08,1.3718737322235577e-08,2.426866219178407e-07,3.2558161109548904e-07,4.2847717452964594e-07,5.012749321724565e-07,4.5708263937740644e-07,4.723807831188847e-07,2.247347533350475e-07,2.7437474644471157e-07,3.0036351634139775,PRIMER-COSMOS,87115
150.08308566580934,5.7485080149940275,2.30300788832743,1.5154517976552312e-08,1.6775025216040102e-08,2.1354300816284503e-08,1.4508596020274167e-08,1.5551199087025285e-08,1.5961756261112993e-08,1.7229610692332664e-08,1.584900267822413e-08,3.030903595310463e-07,3.3550050432080206e-07,4.2708601632569004e-07,2.9017192040548334e-07,3.110239817405057e-07,3.1923512522225985e-07,3.445922138466533e-07,3.169800535644826e-07,2.6291519151638454,PRIMER-COSMOS,86751
150.08108825484265,6.089303444629789,2.304014627209148,7.124910954928035e-09,1.8451615749853732e-08,2.7965028846510058e-08,4.393256953680897e-08,6.128115015710077e-08,7.831861623859246e-08,3.486774857297198e-09,4.740017271034721e-09,1.424982190985607e-07,3.6903231499707466e-07,5.593005769302012e-07,8.786513907361793e-07,1.2256230031420153e-06,1.5663723247718492e-06,5.6792399741458385e-08,6.878156659800865e-08,2.624471770838358,PRIMER-COSMOS,86583
150.1053945741171,5.951340813685811,2.312827021577752,2.593318763351598e-09,7.772026061653591e-09,2.2491654504556314e-08,5.865788465861081e-08,1.3919963193920987e-07,2.480828854610234e-07,2.0879463618064557e-09,3.0446131943953125e-09,4.474626456359691e-08,1.5544052123307181e-07,4.4983309009112633e-07,1.1731576931722162e-06,2.7839926387841976e-06,4.9616577092204675e-06,9.27159890638942e-09,5.492630053333261e-09,2.2816011974544668,PRIMER-COSMOS,98300
189.17335019737436,5.932881766112697,62.23041018949828,7.927952404878554e-09,1.3822038995310269e-08,2.2120718793749585e-08,3.6175438230915745e-08,4.085915399868277e-08,5.535328429541408e-08,2.810259002361485e-09,4.309306382224802e-09,1.5855904809757107e-07,2.7644077990620537e-07,4.424143758749917e-07,7.235087646183148e-07,8.171830799736555e-07,1.1070656859082816e-06,5.62051800472297e-08,8.618612764449604e-08,3.1281717038504366,JADES-DR3-GN-Medium,9766
189.17173765145333,6.597412729460676,62.237980858173245,3.4076686280863017e-08,5.333279441670502e-08,7.059664124389353e-08,8.010204958794991e-08,9.32503906337841e-08,1.012045566535058e-07,7.137677265869086e-09,1.1868968337452583e-08,6.815337256172603e-07,1.0666558883341002e-06,1.4119328248778707e-06,1.6020409917589985e-06,1.8650078126756819e-06,2.024091133070116e-06,1.427535453173817e-07,2.3737936674905165e-07,1.987494427840387,JADES-DR3-GN-Medium,9246
189.2091860947009,5.711578334542146,62.26428839649406,9.61956083603804e-09,1.4311354883387047e-08,2.2667029340220643e-08,2.9923359295477314e-08,2.9274267574440017e-08,3.341542361012923e-08,3.231210764321511e-09,5.442779700363813e-09,1.923912167207608e-07,2.8622709766774095e-07,4.5334058680441286e-07,5.984671859095464e-07,5.854853514888003e-07,6.683084722025846e-07,6.462421528643022e-08,1.0885559400727625e-07,2.958913784303765,JADES-DR3-GN-Medium,2803
189.10423403249524,5.60290474778801,62.284583907981684,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.660888731686705,JADES-DR3-GN-Medium,10835
189.10651882954127,5.745062671710539,62.230630822032204,2.1414892313268093e-08,2.670788653165662e-08,3.2823474217344215e-08,3.9315147497390157e-08,3.875493531048683e-08,4.604055558207811e-08,1.2212346179352586e-08,1.5583598534523305e-08,4.282978462653619e-07,5.341577306331324e-07,6.564694843468843e-07,7.863029499478031e-07,7.750987062097367e-07,9.208111116415622e-07,2.4424692358705174e-07,3.116719706904661e-07,2.931167728675664,JADES-DR3-GN-Medium,17029
214.85057261513555,7.355853150287326,52.86602950291466,1.9506903385859305e-09,6.076098625622339e-09,2.6072054128178747e-08,6.62500149767981e-08,8.745932193399103e-08,1.2599350551082486e-07,1.9163959531089543e-09,2.9369388688441517e-09,3.2289194668888804e-08,1.2152197251244678e-07,5.214410825635749e-07,1.3250002995359622e-06,1.7491864386798207e-06,2.5198701102164974e-06,1.1291183327598456e-09,5.0964298840410005e-09,3.650937024797675,CEERSP3,9026
214.86377938340524,5.98979850959677,52.880362924146205,4.923491868686777e-08,4.568165522452258e-08,6.399757280860609e-08,4.668604565756169e-08,3.492939527506748e-08,3.785363761363043e-08,4.692857816181913e-08,5.5120581947700943e-08,9.846983737373553e-07,9.136331044904515e-07,1.2799514561721219e-06,9.337209131512338e-07,6.985879055013497e-07,7.570727522726086e-07,9.385715632363825e-07,1.1024116389540188e-06,3.436529812944877,CEERSP2,9980
34.29353308439514,6.59831818124646,-5.234568257832807,1.3080534789837185e-08,1.532174722827337e-08,2.1217160629744183e-08,2.9967003876581874e-08,2.3300771717906614e-08,3.1305013020078336e-08,5.781471993693657e-09,1.119518595400942e-08,2.616106957967437e-07,3.0643494456546735e-07,4.2434321259488363e-07,5.993400775316375e-07,4.6601543435813225e-07,6.261002604015667e-07,1.1562943987387313e-07,2.2390371908018843e-07,3.5386741628548073,PRIMER-UDS,113148
34.30939031970244,5.565056149443383,-5.221940498585648,9.006655828913855e-09,9.318536799719816e-09,1.3080673474849966e-08,1.840718156782775e-08,1.7367021603441164e-08,1.4640187934776974e-08,3.738318888019241e-09,7.262316570407031e-09,1.801331165782771e-07,1.8637073599439634e-07,2.616134694969993e-07,3.68143631356555e-07,3.473404320688233e-07,2.9280375869553947e-07,7.476637776038481e-08,1.4524633140814061e-07,3.985840752501347,PRIMER-UDS,126454
189.03216050280272,6.356416705906985,62.2508181838641,2.1781459108579667e-08,3.3881868390598725e-08,4.8461458187552695e-08,5.8731710747539484e-08,6.379367399638599e-08,8.24745548741631e-08,2.5234041671492882e-09,4.704284610163877e-09,4.356291821715933e-07,6.776373678119746e-07,9.69229163751054e-07,1.1746342149507896e-06,1.27587347992772e-06,1.6494910974832618e-06,5.046808334298576e-08,9.408569220327753e-08,1.6759778213447447,JADES-DR3-GN-Medium,21646
189.1480433486604,5.439099959238966,62.256078037243505,2.806139891612724e-08,3.156030920539611e-08,3.967954649918626e-08,3.9720867478852245e-08,3.2843752242244984e-08,2.5603531591797705e-08,1.3790976445850595e-08,2.0223309677625125e-08,5.612279783225448e-07,6.312061841079221e-07,7.935909299837253e-07,7.94417349577045e-07,6.568750448448997e-07,5.120706318359541e-07,2.7581952891701187e-07,4.044661935525025e-07,2.980748757646925,JADES-DR3-GN-Medium,9555
189.0645863311826,8.377571220339847,62.27382565467908,3.061130590955198e-08,1.0046241520154457e-07,2.2259208607358613e-07,2.5037752841927154e-07,3.169575436187286e-07,3.5178036434451317e-07,1.7693731607260657e-08,1.9898360961171143e-08,6.122261181910396e-07,2.0092483040308914e-06,4.451841721471722e-06,5.007550568385431e-06,6.339150872374572e-06,7.035607286890263e-06,3.5387463214521316e-07,3.979672192234228e-07,2.2608963589622113,JADES-DR3-GN-Medium,15484
