,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.248,0.0,0.247,0.248,0.0,0.0,1375.0,1460.0,1.0
f_ps,0.13,0.001,0.128,0.131,0.0,0.0,951.0,1184.0,1.0
flux,970.002,0.869,968.39,971.665,0.02,0.014,1844.0,1466.0,1.0
n,1.436,0.005,1.426,1.445,0.0,0.0,1392.0,1483.0,1.0
r_eff,5.592,0.004,5.585,5.598,0.0,0.0,1061.0,1310.0,1.0
sky_back,-0.063,0.001,-0.064,-0.061,0.0,0.0,1866.0,1419.0,1.0
theta,3.045,1.571,1.473,4.617,1.107,0.936,3.0,65.0,1.83
xc,14.747,0.001,14.746,14.748,0.0,0.0,2282.0,1521.0,1.0
yc,15.624,0.001,15.622,15.625,0.0,0.0,1632.0,1343.0,1.01
