,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.264,0.0,0.264,0.265,0.0,0.0,1266.0,1265.0,1.0
f_ps,0.0,0.0,0.0,0.0,0.0,0.0,151.0,101.0,1.01
flux,844.313,1.417,841.68,847.136,0.041,0.029,1182.0,1245.0,1.0
n,3.104,0.008,3.089,3.118,0.0,0.0,1303.0,1388.0,1.0
r_eff,6.379,0.016,6.347,6.407,0.0,0.0,1163.0,1247.0,1.0
sky_back,-0.153,0.001,-0.154,-0.151,0.0,0.0,1151.0,1248.0,1.0
theta,2.91,1.571,1.338,4.481,1.107,0.936,3.0,77.0,1.83
xc,14.819,0.001,14.818,14.82,0.0,0.0,2140.0,1294.0,1.0
yc,15.643,0.001,15.641,15.644,0.0,0.0,1823.0,1337.0,1.0
