,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.224,0.011,0.204,0.245,0.0,0.0,2036.0,1424.0,1.0
flux,11.343,0.147,11.067,11.62,0.004,0.003,1175.0,1370.0,1.0
n,0.656,0.006,0.65,0.667,0.0,0.0,1361.0,834.0,1.0
r_eff,5.562,0.074,5.431,5.705,0.002,0.001,1343.0,1336.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,1269.0,1354.0,1.0
theta,0.847,0.029,0.798,0.906,0.001,0.0,1994.0,1453.0,1.0
xc,15.042,0.038,14.971,15.114,0.001,0.001,2286.0,1579.0,1.0
yc,17.025,0.044,16.939,17.103,0.001,0.001,2085.0,1460.0,1.0
