,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.089,0.041,0.008,0.158,0.002,0.001,672.0,425.0,1.0
f_ps,0.135,0.109,0.0,0.342,0.008,0.006,171.0,181.0,1.01
flux,32.531,0.393,31.914,33.276,0.023,0.016,527.0,293.0,1.01
n,1.987,0.475,1.024,2.831,0.03,0.021,246.0,136.0,1.01
r_eff,1.279,0.233,0.948,1.737,0.017,0.013,229.0,222.0,1.01
sky_back,0.002,0.0,0.001,0.003,0.0,0.0,834.0,855.0,1.01
theta,2.33,1.604,0.4,4.283,0.507,0.369,17.0,784.0,1.09
xc,16.006,0.014,15.979,16.032,0.0,0.0,1397.0,1233.0,1.0
yc,15.586,0.015,15.559,15.613,0.0,0.0,1322.0,1376.0,1.0
