,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.405,0.005,0.396,0.414,0.0,0.0,2216.0,1411.0,1.01
f_ps,0.15,0.008,0.137,0.165,0.001,0.0,151.0,221.0,1.01
flux,28.613,0.586,27.641,29.756,0.039,0.028,181.0,219.0,1.01
n,0.72,0.029,0.651,0.763,0.003,0.002,102.0,37.0,1.02
r_eff,5.825,0.094,5.644,5.992,0.006,0.004,217.0,330.0,1.01
sky_back,0.005,0.0,0.004,0.005,0.0,0.0,1678.0,1577.0,1.0
theta,4.273,0.009,4.257,4.29,0.0,0.0,2415.0,1314.0,1.0
xc,13.825,0.012,13.803,13.849,0.0,0.0,1946.0,1278.0,1.0
yc,13.581,0.016,13.552,13.612,0.0,0.0,1861.0,1176.0,1.0
