,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.638,0.008,0.623,0.652,0.0,0.0,1619.0,1266.0,1.0
f_ps,0.043,0.014,0.017,0.069,0.001,0.001,177.0,370.0,1.01
flux,11.508,0.544,10.625,12.426,0.052,0.037,114.0,209.0,1.02
n,0.774,0.071,0.65,0.892,0.007,0.005,91.0,77.0,1.02
r_eff,6.193,0.169,5.868,6.498,0.014,0.01,143.0,274.0,1.02
sky_back,-0.0,0.0,-0.001,-0.0,0.0,0.0,1305.0,1310.0,1.0
theta,4.434,0.009,4.416,4.451,0.0,0.0,1883.0,1416.0,1.0
xc,16.23,0.027,16.18,16.28,0.001,0.001,1407.0,1304.0,1.0
yc,15.794,0.051,15.701,15.885,0.001,0.001,1463.0,1146.0,1.0
