,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.62,0.003,0.614,0.625,0.0,0.0,1844.0,1508.0,1.0
f_ps,0.082,0.004,0.075,0.09,0.0,0.0,1370.0,1108.0,1.0
flux,66.763,1.01,64.981,68.765,0.027,0.019,1358.0,1370.0,1.0
n,1.515,0.053,1.422,1.62,0.001,0.001,1459.0,1219.0,1.0
r_eff,10.789,0.171,10.481,11.119,0.004,0.003,1448.0,1496.0,1.0
sky_back,-0.002,0.001,-0.003,-0.0,0.0,0.0,1369.0,1331.0,1.0
theta,3.396,0.003,3.39,3.402,0.0,0.0,2542.0,1337.0,1.0
xc,18.878,0.015,18.849,18.905,0.0,0.0,1353.0,1060.0,1.0
yc,16.416,0.009,16.401,16.432,0.0,0.0,1591.0,1298.0,1.0
