,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.152,0.002,0.148,0.155,0.0,0.0,855.0,1037.0,1.01
flux,426.5,1.947,423.013,430.504,0.089,0.063,482.0,570.0,1.0
n,4.94,0.045,4.862,5.036,0.002,0.001,557.0,675.0,1.0
r_eff,3.572,0.031,3.515,3.636,0.001,0.001,485.0,554.0,1.0
sky_back,-0.037,0.001,-0.039,-0.036,0.0,0.0,496.0,572.0,1.0
theta,0.883,0.005,0.874,0.892,0.0,0.0,1392.0,1035.0,1.0
xc,16.706,0.002,16.702,16.71,0.0,0.0,2557.0,1531.0,1.0
yc,16.38,0.002,16.376,16.383,0.0,0.0,2612.0,1299.0,1.0
