,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.603,0.001,0.601,0.604,0.0,0.0,1474.0,1375.0,1.0
flux,30.775,0.034,30.708,30.839,0.001,0.001,1111.0,1175.0,1.0
n,0.65,0.0,0.65,0.65,0.0,0.0,915.0,665.0,1.0
r_eff,5.603,0.006,5.592,5.615,0.0,0.0,1973.0,1610.0,1.0
sky_back,0.002,0.0,0.002,0.002,0.0,0.0,953.0,872.0,1.0
theta,0.049,0.001,0.047,0.051,0.0,0.0,2112.0,1148.0,1.0
xc,13.187,0.006,13.177,13.198,0.0,0.0,1766.0,1218.0,1.0
yc,15.295,0.003,15.29,15.3,0.0,0.0,2283.0,1431.0,1.0
