,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.441,0.006,0.43,0.451,0.0,0.0,1720.0,1128.0,1.0
flux,64.855,0.476,63.991,65.781,0.02,0.014,594.0,741.0,1.0
n,2.227,0.059,2.116,2.341,0.002,0.001,803.0,1121.0,1.0
r_eff,3.809,0.041,3.727,3.881,0.002,0.001,737.0,1140.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,614.0,814.0,1.0
theta,1.196,0.008,1.182,1.21,0.0,0.0,1810.0,1317.0,1.0
xc,15.698,0.008,15.681,15.713,0.0,0.0,2246.0,1507.0,1.0
yc,15.461,0.01,15.441,15.478,0.0,0.0,2052.0,1482.0,1.0
