,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.251,0.142,0.0,0.489,0.009,0.007,232.0,294.0,1.0
flux,15.871,0.731,14.487,16.653,0.115,0.082,52.0,212.0,1.02
n,0.881,0.174,0.651,1.2,0.025,0.018,39.0,184.0,1.03
r_eff,0.539,0.032,0.5,0.599,0.003,0.002,98.0,132.0,1.02
sky_back,-0.0,0.0,-0.0,0.0,0.0,0.0,178.0,364.0,1.03
theta,1.449,0.501,0.42,2.336,0.012,0.009,1796.0,1075.0,1.0
xc,15.305,0.015,15.275,15.332,0.001,0.001,121.0,136.0,1.03
yc,16.254,0.014,16.229,16.284,0.001,0.001,198.0,337.0,1.03
