,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.451,0.004,0.444,0.458,0.0,0.0,1629.0,1317.0,1.0
f_ps,0.256,0.006,0.246,0.266,0.0,0.0,1558.0,1131.0,1.0
flux,49.679,0.618,48.593,50.901,0.016,0.011,1508.0,1233.0,1.0
n,0.942,0.03,0.888,0.996,0.001,0.001,1597.0,1059.0,1.0
r_eff,7.556,0.092,7.39,7.729,0.002,0.002,1607.0,1226.0,1.0
sky_back,-0.001,0.001,-0.002,-0.0,0.0,0.0,1537.0,1337.0,1.0
theta,3.726,0.005,3.716,3.736,0.0,0.0,2629.0,1612.0,1.0
xc,15.725,0.009,15.708,15.741,0.0,0.0,1787.0,1249.0,1.0
yc,15.505,0.008,15.491,15.519,0.0,0.0,1738.0,1407.0,1.0
