,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.556,0.009,0.539,0.573,0.0,0.0,1815.0,1524.0,1.0
flux,16.613,0.098,16.425,16.791,0.003,0.002,1189.0,1255.0,1.0
n,1.097,0.043,1.019,1.176,0.001,0.001,1578.0,1392.0,1.0
r_eff,3.44,0.036,3.378,3.512,0.001,0.001,1238.0,1624.0,1.0
sky_back,0.001,0.0,0.0,0.001,0.0,0.0,1187.0,1260.0,1.0
theta,0.346,0.009,0.329,0.364,0.0,0.0,2317.0,1308.0,1.0
xc,16.413,0.02,16.374,16.449,0.0,0.0,1704.0,1579.0,1.0
yc,16.577,0.014,16.552,16.604,0.0,0.0,1793.0,1446.0,1.0
