,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.456,0.011,0.437,0.476,0.0,0.0,2787.0,1324.0,1.0
f_ps,0.202,0.029,0.145,0.253,0.001,0.001,849.0,698.0,1.0
flux,30.525,0.323,29.933,31.135,0.007,0.005,2000.0,1122.0,1.0
n,1.322,0.153,1.024,1.594,0.005,0.004,831.0,884.0,1.0
r_eff,4.642,0.218,4.251,5.064,0.007,0.005,991.0,916.0,1.0
sky_back,0.002,0.0,0.001,0.002,0.0,0.0,1953.0,1939.0,1.0
theta,3.272,1.571,1.677,4.866,1.107,0.936,3.0,69.0,1.83
xc,15.839,0.015,15.808,15.865,0.0,0.0,2381.0,1104.0,1.0
yc,14.77,0.018,14.735,14.801,0.0,0.0,2130.0,1433.0,1.0
