,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.34,0.162,0.009,0.61,0.005,0.003,1163.0,965.0,1.0
flux,3.797,0.155,3.536,4.087,0.006,0.004,676.0,1078.0,1.0
n,4.893,1.477,2.82,7.921,0.058,0.042,656.0,855.0,1.0
r_eff,0.589,0.071,0.5,0.718,0.002,0.001,993.0,904.0,1.0
sky_back,0.0,0.0,0.0,0.001,0.0,0.0,967.0,1201.0,1.0
theta,1.705,0.396,0.988,2.458,0.017,0.013,404.0,1084.0,1.01
xc,15.6,0.029,15.545,15.65,0.001,0.001,1513.0,1174.0,1.0
yc,15.354,0.03,15.297,15.409,0.001,0.001,1453.0,1321.0,1.0
