,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.709,0.051,0.613,0.802,0.002,0.001,1429.0,554.0,1.0
f_ps,0.042,0.036,0.0,0.11,0.001,0.001,615.0,658.0,1.0
flux,7.488,0.279,7.08,8.012,0.013,0.009,527.0,923.0,1.0
n,0.733,0.058,0.65,0.835,0.003,0.002,386.0,385.0,1.0
r_eff,1.917,0.069,1.78,2.04,0.002,0.001,1202.0,1417.0,1.0
sky_back,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1437.0,1.0
theta,2.938,0.027,2.886,2.985,0.001,0.0,1572.0,1158.0,1.0
xc,15.109,0.024,15.062,15.155,0.001,0.0,1722.0,1203.0,1.0
yc,16.182,0.02,16.145,16.221,0.001,0.0,1557.0,1504.0,1.0
