,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.244,0.006,0.234,0.255,0.0,0.0,1550.0,1383.0,1.0
flux,51.762,0.362,51.058,52.412,0.015,0.011,564.0,706.0,1.0
n,2.507,0.078,2.346,2.644,0.003,0.002,649.0,839.0,1.0
r_eff,2.317,0.023,2.276,2.361,0.001,0.001,694.0,925.0,1.0
sky_back,0.007,0.0,0.006,0.007,0.0,0.0,593.0,920.0,1.0
theta,0.539,0.014,0.512,0.567,0.0,0.0,1982.0,1465.0,1.0
xc,16.225,0.007,16.212,16.237,0.0,0.0,2163.0,1747.0,1.0
yc,15.815,0.006,15.803,15.826,0.0,0.0,2623.0,1447.0,1.0
