,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.402,0.005,0.392,0.411,0.0,0.0,1548.0,1242.0,1.0
flux,32.47,0.358,31.842,33.161,0.018,0.013,409.0,584.0,1.0
n,1.349,0.034,1.285,1.41,0.001,0.001,503.0,864.0,1.0
r_eff,5.27,0.064,5.16,5.4,0.003,0.002,431.0,755.0,1.0
sky_back,0.003,0.0,0.002,0.004,0.0,0.0,431.0,614.0,1.0
theta,1.158,0.009,1.14,1.175,0.0,0.0,788.0,946.0,1.0
xc,13.837,0.013,13.814,13.861,0.0,0.0,1949.0,1557.0,1.0
yc,13.59,0.016,13.56,13.619,0.0,0.0,1683.0,1240.0,1.0
