,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.605,0.001,0.602,0.607,0.0,0.0,1983.0,1832.0,1.0
f_ps,0.0,0.0,0.0,0.0,0.0,0.0,207.0,201.0,1.0
flux,16.719,0.026,16.672,16.77,0.001,0.0,1493.0,1007.0,1.0
n,0.65,0.0,0.65,0.65,0.0,0.0,122.0,220.0,1.01
r_eff,4.985,0.009,4.969,5.0,0.0,0.0,1994.0,1661.0,1.0
sky_back,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1471.0,1.0
theta,3.362,1.571,1.788,4.935,1.107,0.936,3.0,78.0,1.83
xc,16.214,0.004,16.206,16.222,0.0,0.0,1365.0,1433.0,1.0
yc,15.831,0.007,15.818,15.844,0.0,0.0,2092.0,1560.0,1.0
