,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.864,0.032,0.805,0.9,0.001,0.0,1267.0,669.0,1.0
flux,9.64,0.287,9.222,10.213,0.015,0.011,472.0,500.0,1.0
n,5.183,1.112,3.488,7.438,0.056,0.041,470.0,516.0,1.0
r_eff,0.529,0.023,0.5,0.569,0.001,0.0,1098.0,772.0,1.0
sky_back,0.0,0.0,0.0,0.001,0.0,0.0,710.0,954.0,1.0
theta,0.405,0.058,0.302,0.517,0.002,0.001,1374.0,1084.0,1.0
xc,14.756,0.017,14.725,14.787,0.0,0.0,1376.0,1483.0,1.0
yc,15.774,0.016,15.743,15.804,0.0,0.0,1428.0,1134.0,1.0
