,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.401,0.001,0.399,0.403,0.0,0.0,825.0,593.0,1.01
flux,93.052,0.207,92.69,93.462,0.012,0.008,324.0,389.0,1.01
n,1.894,0.011,1.875,1.914,0.001,0.0,363.0,420.0,1.01
r_eff,4.789,0.013,4.765,4.813,0.001,0.0,362.0,465.0,1.01
sky_back,-0.002,0.0,-0.003,-0.002,0.0,0.0,329.0,406.0,1.01
theta,0.209,0.001,0.206,0.212,0.0,0.0,2045.0,1346.0,1.0
xc,16.998,0.002,16.995,17.003,0.0,0.0,2154.0,1478.0,1.0
yc,15.139,0.002,15.136,15.142,0.0,0.0,3182.0,1248.0,1.0
