,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.367,0.001,0.365,0.368,0.0,0.0,834.0,985.0,1.0
flux,86.499,0.291,85.958,87.042,0.019,0.014,227.0,338.0,1.0
n,2.726,0.016,2.696,2.755,0.001,0.001,247.0,370.0,1.0
r_eff,5.397,0.025,5.351,5.445,0.002,0.001,227.0,349.0,1.0
sky_back,-0.008,0.0,-0.008,-0.007,0.0,0.0,229.0,387.0,1.0
theta,0.202,0.001,0.2,0.205,0.0,0.0,1584.0,1235.0,1.0
xc,16.854,0.002,16.851,16.858,0.0,0.0,1937.0,1550.0,1.0
yc,15.239,0.001,15.237,15.242,0.0,0.0,2516.0,1576.0,1.0
