,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.6,0.146,0.357,0.878,0.004,0.003,1383.0,800.0,1.0
flux,2.976,0.26,2.474,3.424,0.01,0.008,663.0,786.0,1.0
n,6.055,1.5,3.324,7.998,0.04,0.029,1121.0,896.0,1.0
r_eff,1.499,0.399,0.849,2.22,0.015,0.011,773.0,840.0,1.0
sky_back,-0.001,0.0,-0.002,-0.001,0.0,0.0,892.0,942.0,1.0
theta,1.434,1.434,0.001,3.117,0.043,0.031,1904.0,1885.0,1.0
xc,17.455,0.085,17.289,17.608,0.002,0.001,1772.0,1603.0,1.0
yc,15.521,0.073,15.38,15.651,0.002,0.001,1647.0,1163.0,1.0
