,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.392,0.026,0.34,0.437,0.001,0.001,1197.0,1335.0,1.0
flux,1.211,0.034,1.159,1.277,0.002,0.001,466.0,277.0,1.0
n,0.697,0.037,0.65,0.766,0.002,0.001,437.0,394.0,1.0
r_eff,2.499,0.07,2.366,2.621,0.003,0.002,613.0,674.0,1.0
sky_back,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,1150.0,1.0
theta,2.941,0.617,2.983,3.14,0.017,0.012,1368.0,1164.0,1.01
xc,16.334,0.037,16.259,16.396,0.001,0.001,1523.0,1173.0,1.0
yc,16.36,0.03,16.303,16.415,0.001,0.001,1131.0,738.0,1.0
