,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.698,0.003,0.692,0.704,0.0,0.0,1211.0,1347.0,1.0
flux,77.973,1.276,75.665,80.475,0.057,0.041,503.0,640.0,1.0
n,3.748,0.089,3.579,3.903,0.004,0.003,594.0,839.0,1.0
r_eff,9.733,0.265,9.257,10.253,0.012,0.009,492.0,606.0,1.0
sky_back,-0.007,0.001,-0.009,-0.005,0.0,0.0,541.0,750.0,1.0
theta,2.562,0.003,2.556,2.567,0.0,0.0,2492.0,1180.0,1.0
xc,12.035,0.011,12.014,12.056,0.0,0.0,1361.0,1457.0,1.0
yc,18.437,0.009,18.418,18.453,0.0,0.0,1364.0,1293.0,1.0
