,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.582,0.003,0.577,0.588,0.0,0.0,1956.0,1183.0,1.0
f_ps,0.467,0.006,0.456,0.478,0.0,0.0,1630.0,1291.0,1.0
flux,136.398,0.645,135.161,137.553,0.016,0.011,1614.0,1377.0,1.0
n,1.336,0.054,1.24,1.438,0.001,0.001,1663.0,1506.0,1.0
r_eff,6.71,0.075,6.569,6.842,0.002,0.001,1874.0,1460.0,1.0
sky_back,0.01,0.001,0.009,0.011,0.0,0.0,1625.0,1501.0,1.01
theta,2.859,0.004,2.852,2.866,0.0,0.0,2687.0,1520.0,1.0
xc,14.8,0.004,14.793,14.808,0.0,0.0,3306.0,1259.0,1.0
yc,15.095,0.003,15.088,15.101,0.0,0.0,2870.0,1420.0,1.0
