,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.361,0.002,0.356,0.365,0.0,0.0,1819.0,1350.0,1.0
flux,76.589,0.279,76.087,77.126,0.009,0.006,966.0,1198.0,1.0
n,1.043,0.011,1.023,1.063,0.0,0.0,1065.0,1464.0,1.0
r_eff,5.48,0.02,5.443,5.516,0.001,0.0,1162.0,1169.0,1.0
sky_back,0.004,0.0,0.003,0.004,0.0,0.0,922.0,1315.0,1.0
theta,2.965,0.004,2.957,2.973,0.0,0.0,2063.0,1209.0,1.0
xc,15.775,0.009,15.758,15.793,0.0,0.0,1996.0,1330.0,1.0
yc,15.924,0.007,15.911,15.936,0.0,0.0,1702.0,1430.0,1.0
