,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.457,0.07,0.316,0.58,0.002,0.001,1391.0,1194.0,1.0
flux,5.34,0.105,5.183,5.511,0.007,0.005,491.0,239.0,1.0
n,2.193,0.864,0.683,3.598,0.041,0.03,408.0,204.0,1.0
r_eff,0.866,0.114,0.676,1.103,0.005,0.003,594.0,532.0,1.0
sky_back,-0.001,0.0,-0.001,-0.0,0.0,0.0,1578.0,1255.0,1.0
theta,2.71,0.089,2.544,2.871,0.002,0.002,1648.0,1204.0,1.01
xc,16.097,0.023,16.053,16.139,0.0,0.0,2212.0,1077.0,1.0
yc,15.886,0.02,15.849,15.924,0.0,0.0,1872.0,1368.0,1.0
