,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.038,0.004,0.03,0.044,0.0,0.0,2103.0,1221.0,1.0
f_ps,0.015,0.003,0.009,0.021,0.0,0.0,1282.0,899.0,1.0
flux,106.111,1.795,102.496,109.187,0.048,0.034,1427.0,1237.0,1.0
n,0.827,0.019,0.794,0.864,0.001,0.0,1284.0,1156.0,1.0
r_eff,5.879,0.058,5.774,5.988,0.001,0.001,1725.0,1257.0,1.0
sky_back,0.022,0.001,0.02,0.024,0.0,0.0,1670.0,1377.0,1.0
theta,3.117,1.573,1.469,4.787,1.107,0.936,3.0,67.0,1.83
xc,17.121,0.012,17.1,17.143,0.0,0.0,2362.0,1378.0,1.0
yc,17.072,0.011,17.052,17.094,0.0,0.0,2066.0,1108.0,1.0
