,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.246,0.003,0.239,0.252,0.0,0.0,1495.0,1169.0,1.0
flux,21.379,0.061,21.265,21.492,0.002,0.001,947.0,1099.0,1.0
n,1.034,0.013,1.012,1.061,0.0,0.0,1084.0,1058.0,1.0
r_eff,3.466,0.013,3.44,3.49,0.0,0.0,1114.0,1338.0,1.0
sky_back,0.002,0.0,0.002,0.002,0.0,0.0,940.0,1134.0,1.0
theta,1.607,0.008,1.592,1.623,0.0,0.0,1738.0,1151.0,1.0
xc,14.968,0.006,14.957,14.979,0.0,0.0,2199.0,1386.0,1.0
yc,16.3,0.007,16.288,16.312,0.0,0.0,1876.0,1388.0,1.0
