,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.87,0.026,0.822,0.9,0.001,0.0,971.0,489.0,1.0
flux,15.07,0.23,14.592,15.457,0.017,0.012,197.0,64.0,1.01
n,7.325,0.566,6.252,8.0,0.049,0.035,177.0,83.0,1.01
r_eff,0.701,0.04,0.627,0.772,0.002,0.001,689.0,1389.0,1.0
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,1147.0,911.0,1.01
theta,2.714,0.034,2.652,2.78,0.001,0.001,993.0,1047.0,1.01
xc,15.426,0.014,15.402,15.453,0.0,0.0,1321.0,1244.0,1.0
yc,15.526,0.013,15.503,15.55,0.0,0.0,1035.0,858.0,1.0
