,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.61,0.014,0.582,0.636,0.0,0.0,1476.0,1314.0,1.0
flux,20.014,0.137,19.753,20.279,0.005,0.003,779.0,1047.0,1.0
n,7.932,0.071,7.803,8.0,0.002,0.002,959.0,883.0,1.0
r_eff,1.223,0.032,1.159,1.28,0.001,0.001,998.0,1131.0,1.0
sky_back,0.001,0.0,0.001,0.001,0.0,0.0,965.0,1516.0,1.0
theta,2.718,0.014,2.692,2.745,0.0,0.0,2226.0,1324.0,1.0
xc,15.43,0.007,15.416,15.443,0.0,0.0,2291.0,1719.0,1.0
yc,15.665,0.007,15.652,15.677,0.0,0.0,2593.0,1367.0,1.0
