,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.352,0.001,0.351,0.353,0.0,0.0,1318.0,1298.0,1.0
flux,955.571,0.386,954.887,956.315,0.015,0.011,658.0,843.0,1.0
n,1.064,0.002,1.059,1.068,0.0,0.0,723.0,784.0,1.0
r_eff,4.115,0.003,4.11,4.12,0.0,0.0,1964.0,1537.0,1.0
sky_back,0.024,0.0,0.023,0.025,0.0,0.0,546.0,752.0,1.0
theta,1.29,0.001,1.288,1.291,0.0,0.0,2600.0,1333.0,1.0
xc,15.995,0.001,15.993,15.997,0.0,0.0,2770.0,1425.0,1.0
yc,16.835,0.001,16.833,16.838,0.0,0.0,2112.0,1508.0,1.0
