,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.366,0.0,0.365,0.366,0.0,0.0,1315.0,1157.0,1.0
flux,179.639,0.39,178.877,180.371,0.022,0.015,330.0,425.0,1.01
n,1.664,0.006,1.653,1.675,0.0,0.0,339.0,451.0,1.01
r_eff,5.919,0.014,5.888,5.943,0.001,0.001,341.0,418.0,1.01
sky_back,-0.026,0.0,-0.027,-0.025,0.0,0.0,327.0,424.0,1.01
theta,0.771,0.001,0.77,0.772,0.0,0.0,2658.0,1255.0,1.0
xc,16.794,0.001,16.792,16.796,0.0,0.0,1907.0,1338.0,1.01
yc,14.95,0.001,14.948,14.952,0.0,0.0,1785.0,1074.0,1.0
