,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.337,0.003,0.331,0.343,0.0,0.0,2099.0,1325.0,1.0
f_ps,0.036,0.002,0.032,0.04,0.0,0.0,1687.0,1209.0,1.0
flux,67.269,0.391,66.515,67.983,0.009,0.007,1797.0,1226.0,1.0
n,0.657,0.007,0.65,0.669,0.0,0.0,846.0,878.0,1.0
r_eff,6.653,0.041,6.57,6.724,0.001,0.001,2050.0,1529.0,1.0
sky_back,0.018,0.0,0.017,0.019,0.0,0.0,1870.0,1590.0,1.0
theta,3.299,1.571,1.719,4.88,1.107,0.936,3.0,62.0,1.83
xc,16.607,0.012,16.584,16.628,0.0,0.0,2470.0,1447.0,1.0
yc,15.912,0.018,15.879,15.945,0.0,0.0,1917.0,1412.0,1.0
