,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.685,0.012,0.664,0.708,0.0,0.0,646.0,1021.0,1.02
flux,5.501,0.135,5.333,5.807,0.059,0.044,9.0,31.0,1.19
n,0.683,0.03,0.65,0.743,0.014,0.011,7.0,36.0,1.23
r_eff,4.767,0.105,4.616,4.988,0.041,0.031,8.0,29.0,1.19
sky_back,-0.0,0.0,-0.0,-0.0,0.0,0.0,132.0,542.0,1.02
theta,1.693,0.01,1.674,1.711,0.0,0.0,437.0,811.0,1.01
xc,14.695,0.028,14.643,14.745,0.002,0.001,331.0,752.0,1.01
yc,16.209,0.055,16.107,16.314,0.005,0.003,136.0,343.0,1.03
