,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.504,0.005,0.495,0.513,0.0,0.0,1734.0,1391.0,1.0
flux,31.415,0.169,31.098,31.72,0.005,0.004,992.0,1444.0,1.0
n,1.527,0.034,1.463,1.591,0.001,0.001,1230.0,1212.0,1.0
r_eff,3.754,0.026,3.704,3.799,0.001,0.0,1376.0,1699.0,1.0
sky_back,0.002,0.0,0.001,0.002,0.0,0.0,1118.0,1556.0,1.0
theta,3.038,0.007,3.026,3.05,0.0,0.0,1838.0,1248.0,1.0
xc,16.17,0.012,16.147,16.192,0.0,0.0,2283.0,1508.0,1.0
yc,15.21,0.008,15.194,15.225,0.0,0.0,1871.0,1650.0,1.0
