,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.318,0.0,0.318,0.319,0.0,0.0,6.0,16.0,1.25
f_ps,0.105,0.001,0.104,0.106,0.0,0.0,3.0,11.0,1.99
flux,519.147,2.752,513.674,523.691,1.7,1.37,3.0,11.0,2.06
n,0.65,0.0,0.65,0.651,0.0,0.0,7.0,27.0,1.22
r_eff,11.087,0.03,11.028,11.14,0.019,0.015,3.0,11.0,2.09
sky_back,-0.224,0.003,-0.229,-0.218,0.002,0.002,3.0,11.0,2.06
theta,4.015,0.0,4.014,4.016,0.0,0.0,5.0,15.0,1.35
xc,15.448,0.001,15.446,15.449,0.0,0.0,24.0,230.0,1.09
yc,16.552,0.001,16.55,16.553,0.0,0.0,88.0,197.0,1.16
