,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.268,0.0,0.268,0.268,0.0,0.0,1457.0,1343.0,1.0
f_ps,0.183,0.0,0.183,0.183,0.0,0.0,1778.0,1559.0,1.0
flux,504.274,0.246,503.808,504.732,0.006,0.004,1718.0,1358.0,1.0
n,0.65,0.0,0.65,0.65,0.0,0.0,258.0,159.0,1.01
r_eff,7.244,0.004,7.237,7.251,0.0,0.0,1642.0,1596.0,1.0
sky_back,-0.012,0.0,-0.013,-0.012,0.0,0.0,1603.0,1287.0,1.0
theta,4.092,0.0,4.091,4.092,0.0,0.0,2041.0,1423.0,1.0
xc,15.685,0.001,15.683,15.686,0.0,0.0,1974.0,1491.0,1.0
yc,16.436,0.001,16.434,16.438,0.0,0.0,1745.0,1278.0,1.0
