,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.755,0.001,0.753,0.758,0.0,0.0,1961.0,1455.0,1.0
f_ps,0.081,0.001,0.079,0.084,0.0,0.0,1957.0,1532.0,1.0
flux,57.792,0.213,57.391,58.19,0.005,0.003,1939.0,1487.0,1.0
n,0.65,0.0,0.65,0.651,0.0,0.0,1537.0,930.0,1.0
r_eff,9.999,0.034,9.934,10.061,0.001,0.001,2127.0,1534.0,1.0
sky_back,-0.006,0.0,-0.006,-0.006,0.0,0.0,1833.0,1636.0,1.0
theta,2.079,0.001,2.077,2.081,0.0,0.0,2148.0,1509.0,1.0
xc,15.421,0.008,15.406,15.435,0.0,0.0,2073.0,1338.0,1.0
yc,16.297,0.012,16.276,16.32,0.0,0.0,1864.0,1255.0,1.0
