,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.417,0.107,0.214,0.611,0.004,0.003,941.0,775.0,1.0
f_ps,0.276,0.181,0.001,0.578,0.008,0.006,495.0,521.0,1.0
flux,5.372,0.13,5.163,5.658,0.006,0.004,589.0,382.0,1.0
n,2.028,1.205,0.659,4.278,0.073,0.052,298.0,333.0,1.01
r_eff,1.098,0.403,0.504,1.807,0.019,0.013,324.0,262.0,1.01
sky_back,0.001,0.0,0.001,0.002,0.0,0.0,1821.0,1383.0,1.0
theta,1.904,0.134,1.646,2.148,0.003,0.002,1614.0,1079.0,1.0
xc,15.599,0.022,15.559,15.64,0.001,0.0,1828.0,1278.0,1.0
yc,15.752,0.024,15.708,15.796,0.001,0.0,1674.0,1160.0,1.0
