,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.459,0.012,0.437,0.483,0.0,0.0,1384.0,1051.0,1.0
f_ps,0.042,0.033,0.0,0.1,0.001,0.001,469.0,664.0,1.0
flux,23.56,0.131,23.345,23.804,0.003,0.002,1634.0,1077.0,1.0
n,1.06,0.09,0.899,1.228,0.003,0.002,673.0,713.0,1.0
r_eff,2.41,0.102,2.249,2.608,0.004,0.003,561.0,698.0,1.0
sky_back,0.002,0.0,0.001,0.002,0.0,0.0,2257.0,1698.0,1.0
theta,2.181,0.015,2.153,2.209,0.0,0.0,1436.0,1192.0,1.0
xc,16.038,0.011,16.017,16.059,0.0,0.0,1474.0,1521.0,1.0
yc,16.414,0.012,16.391,16.437,0.0,0.0,1344.0,1445.0,1.0
