,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.427,0.188,0.09,0.806,0.006,0.004,1037.0,650.0,1.0
flux,31.23,1.474,28.697,33.036,0.073,0.052,504.0,1250.0,1.01
n,0.852,0.17,0.65,1.171,0.007,0.005,452.0,977.0,1.01
r_eff,0.591,0.053,0.5,0.679,0.002,0.001,853.0,501.0,1.0
sky_back,0.001,0.0,0.0,0.002,0.0,0.0,1352.0,1185.0,1.0
theta,2.469,0.932,0.098,3.131,0.03,0.021,1164.0,1587.0,1.0
xc,15.948,0.017,15.918,15.98,0.0,0.0,1825.0,1252.0,1.0
yc,16.271,0.016,16.24,16.301,0.0,0.0,1871.0,1270.0,1.0
