,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.034,0.004,0.027,0.041,0.0,0.0,1335.0,950.0,1.0
flux,110.506,1.246,108.275,112.968,0.052,0.037,570.0,719.0,1.0
n,0.901,0.012,0.877,0.923,0.0,0.0,671.0,942.0,1.0
r_eff,5.905,0.051,5.809,6.002,0.002,0.001,585.0,840.0,1.0
sky_back,0.02,0.001,0.018,0.022,0.0,0.0,586.0,842.0,1.0
theta,1.522,0.065,1.407,1.644,0.002,0.001,1537.0,1208.0,1.0
xc,17.115,0.012,17.093,17.136,0.0,0.0,1795.0,1480.0,1.0
yc,17.074,0.011,17.055,17.095,0.0,0.0,1595.0,1239.0,1.0
