,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
ellip,0.277,0.004,0.27,0.285,0.0,0.0,2329.0,1457.0,1.0
f_ps,0.24,0.007,0.227,0.254,0.0,0.0,1959.0,1247.0,1.0
flux,98.171,1.156,96.067,100.277,0.027,0.019,1919.0,1055.0,1.0
n,0.846,0.026,0.801,0.897,0.001,0.0,1999.0,1034.0,1.0
r_eff,5.061,0.043,4.982,5.141,0.001,0.001,1905.0,1369.0,1.0
sky_back,0.006,0.001,0.005,0.007,0.0,0.0,1976.0,1090.0,1.0
theta,4.152,0.008,4.136,4.168,0.0,0.0,2608.0,1305.0,1.0
xc,15.98,0.007,15.967,15.992,0.0,0.0,2560.0,1430.0,1.0
yc,15.675,0.007,15.663,15.688,0.0,0.0,2434.0,1251.0,1.0
